aqi_category,co,nh3,no,no2,o3,pm10,pm2_5,so2,timestamp
3.0,132.95,13.61,0.08,0.8,131.72,83.95,30.3,3.01,2025-06-12 11:00:00
3.0,134.58,15.02,0.08,1.03,130.61,84.57,30.59,2.93,2025-06-12 12:00:00
3.0,157.37,24.0,0.11,2.55,123.79,85.99,32.02,3.0,2025-06-12 13:00:00
3.0,197.58,37.13,0.05,4.98,112.48,88.13,34.16,3.19,2025-06-12 14:00:00
3.0,234.46,47.63,0.0,6.5,102.51,90.65,36.1,3.37,2025-06-12 15:00:00
3.0,263.55,56.86,0.0,7.59,93.32,92.18,37.44,3.45,2025-06-12 16:00:00
3.0,294.12,65.48,0.0,8.78,86.24,94.79,39.09,3.52,2025-06-12 17:00:00
3.0,319.75,73.99,0.0,9.89,80.12,97.27,40.5,3.54,2025-06-12 18:00:00
3.0,332.53,83.42,0.0,10.61,74.34,97.87,41.03,3.45,2025-06-12 19:00:00
3.0,341.4,91.8,0.0,11.01,69.9,99.25,41.78,3.36,2025-06-12 20:00:00
4.0,349.22,98.34,0.0,11.19,66.07,101.13,42.58,3.28,2025-06-12 21:00:00
4.0,352.47,101.12,0.0,11.18,62.32,102.57,43.03,3.15,2025-06-12 22:00:00
4.0,356.13,100.37,0.0,11.13,58.66,104.34,43.71,3.02,2025-06-12 23:00:00
4.0,360.01,99.29,0.0,11.17,55.28,105.45,44.34,2.9,2025-06-13 00:00:00
4.0,360.34,95.24,0.02,11.13,52.17,105.01,44.16,2.73,2025-06-13 01:00:00
4.0,374.33,90.95,0.53,11.02,51.27,106.05,44.29,2.75,2025-06-13 02:00:00
4.0,400.33,89.27,1.64,10.56,56.88,108.32,45.1,2.88,2025-06-13 03:00:00
4.0,380.12,76.01,1.56,8.69,83.9,114.73,46.08,3.19,2025-06-13 04:00:00
4.0,364.18,64.49,0.94,6.46,112.46,120.25,51.68,3.16,2025-06-13 05:00:00
4.0,326.97,55.03,0.44,3.97,139.22,126.77,59.11,3.01,2025-06-13 06:00:00
4.0,177.14,21.97,0.1,0.96,133.28,108.53,40.58,2.78,2025-06-13 07:00:00
3.0,150.4,15.51,0.07,0.66,128.91,97.27,35.56,2.37,2025-06-13 08:00:00
3.0,147.01,14.66,0.06,0.65,128.46,93.63,34.63,2.16,2025-06-13 09:00:00
3.0,148.24,15.2,0.06,0.75,128.88,92.75,34.63,2.12,2025-06-13 10:00:00
3.0,151.19,16.61,0.05,0.96,128.0,92.01,34.71,2.15,2025-06-13 11:00:00
3.0,155.19,17.97,0.03,1.23,127.08,91.02,34.6,2.17,2025-06-13 12:00:00
3.0,166.6,21.14,0.02,1.83,124.17,88.51,34.56,2.21,2025-06-13 13:00:00
3.0,183.78,25.51,0.01,2.5,120.55,84.89,34.73,2.26,2025-06-13 14:00:00
3.0,197.83,28.57,0.0,2.78,117.81,81.08,34.77,2.26,2025-06-13 15:00:00
3.0,211.36,32.0,0.0,3.17,112.57,76.02,34.4,2.23,2025-06-13 16:00:00
3.0,230.15,36.58,0.0,3.83,106.89,73.19,34.69,2.29,2025-06-13 17:00:00
3.0,243.42,40.0,0.0,4.37,102.2,71.71,34.91,2.35,2025-06-13 18:00:00
3.0,249.12,42.84,0.0,4.76,96.63,69.58,34.59,2.33,2025-06-13 19:00:00
3.0,257.47,46.82,0.0,5.12,90.71,67.5,34.35,2.25,2025-06-13 20:00:00
3.0,267.6,50.34,0.0,5.45,85.02,65.6,34.07,2.13,2025-06-13 21:00:00
3.0,274.73,51.78,0.0,5.67,80.29,62.99,33.21,1.97,2025-06-13 22:00:00
3.0,279.81,51.24,0.0,5.73,78.49,60.06,32.09,1.82,2025-06-13 23:00:00
3.0,280.22,49.18,0.0,5.65,79.0,57.04,30.76,1.68,2025-06-14 00:00:00
3.0,277.4,46.5,0.0,5.52,80.33,54.86,29.54,1.55,2025-06-14 01:00:00
3.0,284.8,46.0,0.11,5.76,80.32,55.09,29.33,1.54,2025-06-14 02:00:00
3.0,297.55,46.09,0.44,5.84,82.85,57.47,29.92,1.59,2025-06-14 03:00:00
3.0,213.89,24.45,0.2,2.51,114.76,57.02,26.64,1.39,2025-06-14 04:00:00
3.0,196.22,21.45,0.17,1.58,124.65,61.5,27.88,1.34,2025-06-14 05:00:00
3.0,188.3,20.09,0.14,1.09,131.44,65.64,29.65,1.36,2025-06-14 06:00:00
3.0,171.16,14.69,0.08,0.63,136.28,72.6,31.46,1.59,2025-06-14 07:00:00
3.0,161.65,12.8,0.06,0.54,135.63,75.13,31.86,1.69,2025-06-14 08:00:00
3.0,157.0,12.26,0.05,0.56,134.62,75.22,31.47,1.68,2025-06-14 09:00:00
3.0,158.37,14.36,0.06,0.77,133.42,75.82,31.51,1.66,2025-06-14 10:00:00
3.0,163.14,18.16,0.09,1.1,131.59,76.28,31.73,1.64,2025-06-14 11:00:00
3.0,169.28,22.14,0.09,1.51,130.67,76.82,32.07,1.66,2025-06-14 12:00:00
3.0,191.5,32.44,0.09,2.99,125.01,76.97,32.98,1.77,2025-06-14 13:00:00
3.0,226.86,43.92,0.03,5.12,113.75,77.44,34.22,1.92,2025-06-14 14:00:00
3.0,257.71,51.42,0.0,6.32,103.52,78.3,35.35,2.04,2025-06-14 15:00:00
3.0,277.93,56.14,0.0,6.99,94.65,78.17,35.6,2.05,2025-06-14 16:00:00
3.0,298.4,60.65,0.0,7.72,87.7,78.93,36.14,2.04,2025-06-14 17:00:00
3.0,317.57,64.83,0.0,8.53,80.77,79.76,36.86,2.0,2025-06-14 18:00:00
3.0,329.77,68.67,0.0,9.23,73.28,79.83,37.28,1.91,2025-06-14 19:00:00
3.0,340.89,73.57,0.0,9.79,66.56,80.36,37.82,1.83,2025-06-14 20:00:00
3.0,349.65,79.58,0.0,10.17,60.75,80.78,38.16,1.75,2025-06-14 21:00:00
3.0,354.7,86.61,0.0,10.43,56.81,80.86,38.21,1.69,2025-06-14 22:00:00
3.0,360.15,93.56,0.0,10.68,54.5,81.26,38.31,1.64,2025-06-14 23:00:00
3.0,367.26,100.85,0.0,10.93,53.1,81.83,38.44,1.6,2025-06-15 00:00:00
3.0,371.41,106.11,0.01,11.03,52.35,82.1,38.26,1.57,2025-06-15 01:00:00
3.0,383.77,107.76,0.34,11.04,53.5,83.17,38.07,1.62,2025-06-15 02:00:00
3.0,399.31,105.6,1.04,10.43,60.01,85.35,38.56,1.69,2025-06-15 03:00:00
3.0,303.08,48.67,0.67,5.94,92.11,84.22,34.97,1.36,2025-06-15 04:00:00
3.0,263.41,37.6,0.42,3.73,111.23,83.68,35.08,1.29,2025-06-15 05:00:00
3.0,239.46,32.52,0.26,2.41,126.53,84.03,36.46,1.25,2025-06-15 06:00:00
3.0,174.39,17.93,0.07,0.88,136.66,81.56,34.01,1.22,2025-06-15 07:00:00
3.0,158.38,14.22,0.05,0.65,135.3,79.01,32.65,1.19,2025-06-15 08:00:00
3.0,152.87,13.3,0.04,0.63,133.85,78.41,31.94,1.18,2025-06-15 09:00:00
3.0,154.57,15.46,0.05,0.83,132.4,79.02,31.94,1.19,2025-06-15 10:00:00
3.0,160.33,20.66,0.05,1.23,130.71,79.71,32.11,1.23,2025-06-15 11:00:00
3.0,167.31,26.3,0.04,1.72,129.75,81.11,32.6,1.33,2025-06-15 12:00:00
3.0,193.95,39.46,0.06,3.5,122.49,81.95,33.74,1.53,2025-06-15 13:00:00
3.0,237.4,56.36,0.02,6.05,110.69,83.57,35.58,1.81,2025-06-15 14:00:00
3.0,277.41,69.24,0.0,7.7,100.26,86.67,37.68,2.06,2025-06-15 15:00:00
3.0,305.88,77.36,0.0,8.7,91.43,89.16,39.14,2.17,2025-06-15 16:00:00
3.0,328.11,82.84,0.0,9.37,86.2,91.8,40.71,2.24,2025-06-15 17:00:00
3.0,341.1,87.22,0.0,9.76,82.85,93.82,42.25,2.27,2025-06-15 18:00:00
3.0,330.96,85.43,0.0,9.13,82.72,96.83,43.54,2.18,2025-06-15 19:00:00
3.0,340.25,90.76,0.0,9.39,77.91,99.53,45.78,2.22,2025-06-15 20:00:00
4.0,353.03,95.69,0.0,9.7,72.42,103.21,48.33,2.3,2025-06-15 21:00:00
4.0,363.48,93.3,0.0,9.98,65.72,106.11,50.57,2.3,2025-06-15 22:00:00
4.0,375.93,87.31,0.0,10.25,59.55,109.02,52.72,2.24,2025-06-15 23:00:00
4.0,388.43,82.09,0.0,10.45,54.91,112.56,54.91,2.21,2025-06-16 00:00:00
4.0,398.07,77.11,0.01,10.31,52.14,117.96,57.05,2.31,2025-06-16 01:00:00
4.0,412.53,72.49,0.26,10.04,54.02,128.67,60.57,2.71,2025-06-16 02:00:00
4.0,417.94,66.93,0.79,8.8,64.63,143.02,65.4,3.26,2025-06-16 03:00:00
4.0,337.97,48.99,0.49,4.26,97.59,159.37,70.34,3.85,2025-06-16 04:00:00
4.0,318.2,43.35,0.34,2.78,114.34,164.6,74.82,4.13,2025-06-16 05:00:00
5.0,308.82,41.0,0.23,1.99,128.15,171.67,81.27,4.37,2025-06-16 06:00:00
4.0,249.63,27.69,0.12,1.1,134.55,153.05,73.59,3.34,2025-06-16 07:00:00
4.0,219.21,21.83,0.08,0.77,133.48,131.81,63.97,2.33,2025-06-16 08:00:00
4.0,211.66,20.59,0.07,0.72,132.05,120.07,59.23,1.91,2025-06-16 09:00:00
4.0,212.44,21.85,0.08,0.9,130.34,111.55,56.39,1.66,2025-06-16 10:00:00
4.0,218.2,24.47,0.1,1.23,129.09,107.65,55.33,1.57,2025-06-16 11:00:00
4.0,224.88,27.07,0.1,1.66,128.21,105.87,54.72,1.56,2025-06-16 12:00:00
4.0,257.27,38.45,0.1,3.82,120.92,104.87,55.42,1.68,2025-06-16 13:00:00
4.0,307.55,53.79,0.04,6.84,109.1,105.3,57.0,1.89,2025-06-16 14:00:00
4.0,352.5,66.1,0.0,8.66,99.15,107.41,58.64,2.06,2025-06-16 15:00:00
4.0,385.53,79.39,0.0,9.82,92.33,109.03,59.64,2.2,2025-06-16 16:00:00
4.0,412.21,90.45,0.0,10.62,88.52,110.64,60.73,2.34,2025-06-16 17:00:00
4.0,427.82,96.32,0.0,11.02,86.17,110.46,61.14,2.35,2025-06-16 18:00:00
4.0,419.53,96.69,0.0,10.54,85.41,107.41,60.12,2.22,2025-06-16 19:00:00
4.0,418.32,100.43,0.0,10.19,82.59,106.01,60.21,2.1,2025-06-16 20:00:00
4.0,421.7,102.55,0.0,9.79,78.85,106.11,60.78,1.97,2025-06-16 21:00:00
4.0,422.4,90.72,0.0,9.4,73.39,105.15,60.17,1.68,2025-06-16 22:00:00
4.0,429.17,84.32,0.0,9.41,68.01,105.12,59.69,1.48,2025-06-16 23:00:00
4.0,438.5,82.75,0.0,9.66,63.31,106.82,60.19,1.37,2025-06-17 00:00:00
4.0,446.57,80.92,0.01,9.93,59.24,109.01,60.52,1.33,2025-06-17 01:00:00
4.0,458.05,77.28,0.32,9.9,60.03,113.83,61.26,1.51,2025-06-17 02:00:00
4.0,453.72,71.19,0.89,8.58,72.45,121.17,62.52,1.96,2025-06-17 03:00:00
4.0,370.33,50.97,0.49,4.25,109.26,133.59,64.32,3.27,2025-06-17 04:00:00
4.0,349.1,45.49,0.32,2.73,127.8,139.72,68.49,3.66,2025-06-17 05:00:00
4.0,335.94,42.4,0.22,1.93,142.4,145.76,73.88,3.98,2025-06-17 06:00:00
4.0,260.74,26.83,0.11,0.91,140.55,123.17,63.63,3.12,2025-06-17 07:00:00
4.0,229.56,21.18,0.08,0.67,136.5,107.53,56.11,2.32,2025-06-17 08:00:00
4.0,222.09,20.04,0.08,0.65,135.49,102.85,53.98,2.14,2025-06-17 09:00:00
4.0,222.34,20.24,0.08,0.71,136.51,102.35,54.07,2.14,2025-06-17 10:00:00
4.0,225.45,21.35,0.08,0.84,136.83,103.69,55.22,2.24,2025-06-17 11:00:00
4.0,229.92,22.55,0.08,1.07,136.38,104.95,56.25,2.33,2025-06-17 12:00:00
4.0,252.69,29.13,0.09,2.4,130.39,106.06,57.87,2.43,2025-06-17 13:00:00
4.0,289.52,39.2,0.03,4.56,119.64,107.1,59.77,2.52,2025-06-17 14:00:00
4.0,323.5,47.2,0.0,5.88,110.23,108.13,61.32,2.53,2025-06-17 15:00:00
4.0,348.63,53.06,0.0,6.8,101.37,107.4,61.63,2.44,2025-06-17 16:00:00
4.0,374.24,56.49,0.0,7.62,95.71,107.57,62.27,2.37,2025-06-17 17:00:00
4.0,390.69,57.86,0.0,8.04,92.75,107.59,62.47,2.32,2025-06-17 18:00:00
4.0,393.27,57.87,0.0,7.93,91.02,106.25,61.77,2.23,2025-06-17 19:00:00
4.0,399.44,59.2,0.0,7.74,88.38,105.59,61.9,2.12,2025-06-17 20:00:00
4.0,408.04,60.48,0.0,7.44,85.73,104.74,62.12,2.05,2025-06-17 21:00:00
4.0,415.79,61.85,0.0,7.27,82.21,103.0,62.02,1.95,2025-06-17 22:00:00
4.0,429.89,65.12,0.0,7.53,77.66,102.31,62.55,1.83,2025-06-17 23:00:00
4.0,445.68,68.64,0.0,7.86,73.43,102.33,63.22,1.75,2025-06-18 00:00:00
4.0,458.07,70.64,0.01,8.13,70.2,102.23,63.37,1.75,2025-06-18 01:00:00
4.0,479.8,69.5,0.23,8.25,71.55,103.93,63.82,1.99,2025-06-18 02:00:00
4.0,486.09,64.65,0.63,7.04,85.66,108.3,64.9,2.6,2025-06-18 03:00:00
4.0,416.12,43.97,0.26,2.69,126.33,110.55,64.9,5.49,2025-06-18 04:00:00
4.0,395.75,36.75,0.18,1.65,140.33,108.27,66.03,6.02,2025-06-18 05:00:00
4.0,381.15,32.91,0.14,1.2,147.64,108.03,67.73,6.11,2025-06-18 06:00:00
4.0,349.65,27.59,0.11,0.9,150.68,103.53,65.73,5.62,2025-06-18 07:00:00
4.0,313.44,23.35,0.09,0.78,149.91,94.25,59.71,4.74,2025-06-18 08:00:00
4.0,293.83,21.35,0.09,0.76,149.59,88.64,56.1,4.26,2025-06-18 09:00:00
4.0,289.19,21.18,0.09,0.83,152.21,87.21,55.26,4.14,2025-06-18 10:00:00
4.0,293.24,22.32,0.1,1.01,153.76,87.89,55.98,4.31,2025-06-18 11:00:00
4.0,301.07,23.67,0.09,1.32,154.76,88.96,56.83,4.49,2025-06-18 12:00:00
4.0,324.64,28.76,0.09,2.4,151.83,91.93,59.07,4.7,2025-06-18 13:00:00
4.0,359.5,36.52,0.03,4.02,144.24,95.77,62.0,4.85,2025-06-18 14:00:00
4.0,391.3,43.11,0.0,4.94,136.65,99.71,64.74,4.89,2025-06-18 15:00:00
4.0,417.66,49.39,0.0,5.7,126.74,101.68,66.33,4.68,2025-06-18 16:00:00
4.0,450.36,55.64,0.0,6.71,117.15,104.42,68.25,4.41,2025-06-18 17:00:00
4.0,477.11,60.22,0.0,7.56,109.01,107.04,69.8,4.12,2025-06-18 18:00:00
4.0,486.56,63.06,0.0,7.96,101.59,108.26,70.26,3.73,2025-06-18 19:00:00
4.0,491.54,66.03,0.0,7.98,96.13,109.93,70.87,3.35,2025-06-18 20:00:00
4.0,496.74,69.62,0.0,7.95,90.37,111.37,71.52,3.02,2025-06-18 21:00:00
4.0,501.73,73.99,0.0,8.06,83.87,111.98,71.75,2.75,2025-06-18 22:00:00
4.0,512.58,80.47,0.0,8.41,77.46,113.29,72.53,2.58,2025-06-18 23:00:00
4.0,526.93,88.36,0.0,8.93,71.66,115.01,73.47,2.49,2025-06-19 00:00:00
4.0,539.51,93.69,0.01,9.5,66.25,116.4,73.96,2.45,2025-06-19 01:00:00
4.0,563.69,90.27,0.34,9.99,63.72,118.92,74.52,2.55,2025-06-19 02:00:00
5.0,581.07,82.28,1.0,9.34,73.23,123.27,75.3,3.06,2025-06-19 03:00:00
4.0,442.77,47.24,0.33,3.3,127.46,123.0,68.92,8.87,2025-06-19 04:00:00
4.0,414.19,40.1,0.23,2.08,144.4,118.97,68.16,9.82,2025-06-19 05:00:00
4.0,398.26,36.89,0.17,1.54,155.09,118.69,69.65,9.36,2025-06-19 06:00:00
4.0,355.17,29.23,0.12,1.04,159.06,109.8,65.19,7.44,2025-06-19 07:00:00
4.0,319.4,24.26,0.09,0.8,156.49,100.21,59.97,5.82,2025-06-19 08:00:00
4.0,305.05,22.62,0.08,0.75,154.74,96.34,57.86,5.14,2025-06-19 09:00:00
4.0,301.83,22.39,0.08,0.79,155.38,95.94,57.57,4.82,2025-06-19 10:00:00
4.0,301.97,23.0,0.08,0.92,155.13,97.04,57.95,4.71,2025-06-19 11:00:00
4.0,305.26,23.77,0.08,1.17,154.39,98.5,58.29,4.67,2025-06-19 12:00:00
4.0,328.05,29.8,0.09,2.53,147.95,100.29,59.75,4.69,2025-06-19 13:00:00
4.0,369.61,39.9,0.03,4.85,135.35,103.27,62.11,4.69,2025-06-19 14:00:00
4.0,407.55,47.82,0.0,6.22,124.76,107.38,64.53,4.65,2025-06-19 15:00:00
4.0,435.35,53.69,0.0,7.1,115.49,110.29,66.06,4.47,2025-06-19 16:00:00
4.0,467.18,59.43,0.0,8.04,107.65,114.21,68.17,4.31,2025-06-19 17:00:00
4.0,495.98,65.47,0.0,8.95,101.05,117.94,70.08,4.14,2025-06-19 18:00:00
4.0,508.59,70.55,0.0,9.39,95.08,119.65,71.0,3.91,2025-06-19 19:00:00
4.0,517.68,72.47,0.0,9.26,90.18,120.98,72.17,3.62,2025-06-19 20:00:00
4.0,525.08,72.29,0.0,8.82,86.01,121.43,73.06,3.32,2025-06-19 21:00:00
4.0,528.93,71.2,0.0,8.37,82.19,120.23,73.42,3.01,2025-06-19 22:00:00
4.0,546.98,74.95,0.0,8.66,76.38,119.58,74.5,2.69,2025-06-19 23:00:00
5.0,564.9,81.21,0.0,8.98,71.78,119.88,75.64,2.48,2025-06-20 00:00:00
5.0,574.45,86.7,0.01,9.08,68.8,119.29,75.37,2.41,2025-06-20 01:00:00
5.0,587.25,85.87,0.19,9.1,70.2,120.39,75.46,2.57,2025-06-20 02:00:00
5.0,587.67,79.2,0.59,8.02,82.89,122.52,75.8,2.99,2025-06-20 03:00:00
4.0,495.6,50.99,0.25,3.14,128.71,122.37,72.72,5.53,2025-06-20 04:00:00
4.0,471.33,43.41,0.19,2.01,144.92,120.39,72.06,6.68,2025-06-20 05:00:00
4.0,457.48,40.14,0.15,1.56,155.68,121.64,73.7,7.45,2025-06-20 06:00:00
4.0,404.14,30.52,0.11,1.09,160.61,117.13,71.0,7.59,2025-06-20 07:00:00
4.0,364.13,25.17,0.09,0.87,157.46,111.89,67.98,6.78,2025-06-20 08:00:00
4.0,350.81,23.8,0.08,0.85,155.37,110.47,67.13,6.3,2025-06-20 09:00:00
4.0,347.16,23.63,0.08,0.92,155.65,111.02,67.31,6.05,2025-06-20 10:00:00
4.0,342.79,23.82,0.08,1.06,154.48,110.81,66.81,5.83,2025-06-20 11:00:00
4.0,340.0,24.17,0.07,1.3,152.6,109.98,65.77,5.61,2025-06-20 12:00:00
4.0,356.99,29.68,0.07,2.53,145.6,109.27,65.76,5.39,2025-06-20 13:00:00
4.0,387.83,38.48,0.02,4.34,134.36,109.64,66.57,5.19,2025-06-20 14:00:00
4.0,415.91,45.65,0.0,5.35,124.95,110.99,67.58,5.0,2025-06-20 15:00:00
4.0,441.37,51.73,0.0,6.21,114.96,110.76,68.02,4.67,2025-06-20 16:00:00
4.0,470.63,55.73,0.0,7.06,107.15,111.11,69.23,4.36,2025-06-20 17:00:00
4.0,490.54,58.07,0.0,7.47,103.65,111.37,70.24,4.08,2025-06-20 18:00:00
4.0,487.88,58.44,0.0,7.07,105.0,110.38,70.16,3.77,2025-06-20 19:00:00
4.0,491.15,60.14,0.0,6.65,104.39,109.73,70.78,3.48,2025-06-20 20:00:00
4.0,496.58,61.4,0.0,6.19,102.9,109.13,71.29,3.24,2025-06-20 21:00:00
4.0,498.98,62.06,0.0,5.86,99.21,107.73,71.07,2.99,2025-06-20 22:00:00
4.0,503.08,63.14,0.0,5.65,95.74,106.41,70.98,2.77,2025-06-20 23:00:00
4.0,504.92,65.29,0.0,5.36,94.73,104.71,70.41,2.68,2025-06-21 00:00:00
4.0,498.0,66.74,0.0,5.01,94.5,100.48,67.78,2.75,2025-06-21 01:00:00
4.0,494.27,63.38,0.07,5.09,92.83,94.95,63.71,2.91,2025-06-21 02:00:00
4.0,480.63,56.73,0.26,4.64,96.2,89.54,58.54,3.25,2025-06-21 03:00:00
4.0,406.85,36.23,0.19,2.2,115.25,84.65,50.08,4.2,2025-06-21 04:00:00
3.0,372.82,30.44,0.16,1.5,124.01,86.77,49.11,4.19,2025-06-21 05:00:00
4.0,356.96,28.34,0.13,1.17,130.84,91.34,51.22,4.03,2025-06-21 06:00:00
4.0,345.51,26.17,0.11,0.97,135.99,97.11,54.35,3.73,2025-06-21 07:00:00
4.0,329.09,24.19,0.09,0.87,136.31,98.67,54.94,3.33,2025-06-21 08:00:00
4.0,317.63,23.26,0.09,0.86,135.68,98.69,54.5,3.04,2025-06-21 09:00:00
4.0,314.83,23.43,0.08,0.93,136.28,100.23,54.99,2.89,2025-06-21 10:00:00
4.0,313.23,24.33,0.08,1.08,135.55,101.64,55.57,2.79,2025-06-21 11:00:00
4.0,312.69,25.26,0.07,1.31,134.28,102.65,55.83,2.68,2025-06-21 12:00:00
4.0,321.59,28.47,0.06,2.02,130.69,103.56,56.59,2.62,2025-06-21 13:00:00
4.0,337.88,33.7,0.02,3.02,124.76,104.59,57.81,2.58,2025-06-21 14:00:00
4.0,352.78,38.36,0.0,3.56,118.98,106.34,59.1,2.53,2025-06-21 15:00:00
4.0,365.29,42.39,0.0,3.98,112.6,106.53,59.85,2.42,2025-06-21 16:00:00
4.0,379.86,45.34,0.0,4.42,108.47,107.66,61.01,2.33,2025-06-21 17:00:00
4.0,386.6,46.36,0.0,4.57,107.19,109.17,61.82,2.27,2025-06-21 18:00:00
4.0,381.43,46.14,0.0,4.38,106.37,108.92,61.5,2.23,2025-06-21 19:00:00
4.0,380.68,46.26,0.0,4.06,105.85,107.06,61.41,2.3,2025-06-21 20:00:00
4.0,384.65,44.91,0.0,3.58,107.31,102.25,60.82,2.55,2025-06-21 21:00:00
4.0,394.56,42.64,0.0,3.25,108.0,95.54,59.74,2.75,2025-06-21 22:00:00
4.0,416.16,42.05,0.0,3.18,107.85,90.78,59.57,2.91,2025-06-21 23:00:00
4.0,438.91,41.04,0.0,3.02,107.82,86.19,58.89,2.98,2025-06-22 00:00:00
4.0,453.67,37.32,0.0,2.63,108.6,79.08,55.8,3.05,2025-06-22 01:00:00
4.0,474.73,35.73,0.04,2.84,106.7,73.87,53.61,3.03,2025-06-22 02:00:00
4.0,489.91,34.07,0.13,2.92,106.69,71.41,52.04,2.97,2025-06-22 03:00:00
3.0,482.18,29.21,0.15,2.29,114.12,68.68,49.09,2.91,2025-06-22 04:00:00
3.0,473.38,26.79,0.15,1.75,120.99,67.92,47.99,2.87,2025-06-22 05:00:00
3.0,465.07,25.76,0.14,1.42,127.31,69.58,48.93,2.87,2025-06-22 06:00:00
3.0,415.05,23.83,0.11,1.09,126.82,75.86,47.31,2.75,2025-06-22 07:00:00
3.0,362.59,21.86,0.09,0.94,121.9,85.43,47.23,2.58,2025-06-22 08:00:00
3.0,333.39,21.0,0.08,0.91,119.17,92.23,47.86,2.51,2025-06-22 09:00:00
3.0,313.37,21.22,0.08,0.95,118.14,98.15,48.5,2.5,2025-06-22 10:00:00
4.0,292.3,21.85,0.08,1.06,115.81,101.26,48.07,2.44,2025-06-22 11:00:00
4.0,275.21,22.7,0.07,1.27,113.5,103.44,46.88,2.41,2025-06-22 12:00:00
4.0,275.9,26.29,0.05,2.02,109.82,101.61,45.81,2.43,2025-06-22 13:00:00
3.0,289.05,31.28,0.02,3.0,104.42,96.96,44.72,2.38,2025-06-22 14:00:00
3.0,304.57,35.45,0.0,3.54,99.72,92.06,43.51,2.23,2025-06-22 15:00:00
3.0,318.74,38.32,0.0,3.69,96.05,86.46,42.07,2.05,2025-06-22 16:00:00
3.0,333.57,40.19,0.0,3.68,95.0,82.74,41.49,1.94,2025-06-22 17:00:00
3.0,344.51,40.88,0.0,3.53,94.77,79.92,41.15,1.9,2025-06-22 18:00:00
3.0,351.21,40.68,0.0,3.5,92.17,74.89,40.24,2.05,2025-06-22 19:00:00
3.0,369.41,39.82,0.0,3.77,88.38,69.9,40.02,2.4,2025-06-22 20:00:00
3.0,389.22,31.23,0.0,3.83,86.15,65.47,39.8,2.7,2025-06-22 21:00:00
3.0,400.07,24.17,0.0,3.69,84.39,60.6,39.09,2.76,2025-06-22 22:00:00
3.0,414.59,21.71,0.0,3.61,84.45,57.57,39.03,2.71,2025-06-22 23:00:00
3.0,425.18,19.65,0.0,3.55,84.78,54.99,38.73,2.57,2025-06-23 00:00:00
3.0,426.22,18.81,0.0,3.23,87.34,52.71,37.77,2.15,2025-06-23 01:00:00
3.0,429.92,21.38,0.05,3.35,87.94,52.03,36.88,1.83,2025-06-23 02:00:00
3.0,432.06,24.84,0.23,3.27,90.85,52.42,36.41,1.68,2025-06-23 03:00:00
3.0,338.5,19.68,0.15,1.53,104.67,45.51,29.03,1.35,2025-06-23 04:00:00
3.0,308.58,19.64,0.12,1.07,108.57,46.68,28.54,1.33,2025-06-23 05:00:00
3.0,300.95,20.01,0.11,0.89,112.06,49.78,30.47,1.37,2025-06-23 06:00:00
3.0,285.74,18.56,0.09,0.72,113.58,52.36,31.41,1.43,2025-06-23 07:00:00
3.0,274.49,18.29,0.09,0.65,112.56,54.43,32.21,1.38,2025-06-23 08:00:00
3.0,269.5,18.4,0.08,0.64,112.13,55.71,32.96,1.38,2025-06-23 09:00:00
3.0,271.39,19.09,0.09,0.69,113.77,58.06,34.23,1.46,2025-06-23 10:00:00
3.0,270.37,20.09,0.09,0.8,114.29,60.35,35.22,1.57,2025-06-23 11:00:00
3.0,269.46,21.07,0.09,1.02,114.49,62.83,35.92,1.68,2025-06-23 12:00:00
3.0,287.81,28.05,0.11,2.28,110.58,65.9,37.37,1.77,2025-06-23 13:00:00
3.0,321.73,39.09,0.05,4.36,102.05,69.22,39.24,1.87,2025-06-23 14:00:00
3.0,352.83,48.74,0.0,5.66,94.35,73.05,41.14,1.94,2025-06-23 15:00:00
3.0,381.1,59.56,0.0,6.67,86.73,75.99,42.62,1.95,2025-06-23 16:00:00
3.0,414.41,70.09,0.0,7.8,79.09,79.21,44.36,1.93,2025-06-23 17:00:00
3.0,442.42,79.24,0.0,8.79,72.59,82.17,45.87,1.88,2025-06-23 18:00:00
3.0,454.56,84.97,0.0,9.29,67.03,83.93,46.58,1.75,2025-06-23 19:00:00
3.0,460.16,84.67,0.0,9.27,63.09,85.35,47.16,1.58,2025-06-23 20:00:00
3.0,463.08,81.61,0.0,8.98,60.56,85.63,47.36,1.47,2025-06-23 21:00:00
3.0,460.84,77.91,0.0,8.56,59.06,85.23,47.16,1.44,2025-06-23 22:00:00
3.0,459.65,75.45,0.0,8.17,58.37,85.47,47.15,1.48,2025-06-23 23:00:00
3.0,458.45,73.19,0.0,7.77,58.44,86.12,47.23,1.58,2025-06-24 00:00:00
3.0,451.0,69.13,0.01,7.19,59.53,85.98,46.6,1.73,2025-06-24 01:00:00
3.0,453.36,64.81,0.21,6.91,62.52,87.46,46.51,1.98,2025-06-24 02:00:00
3.0,443.9,58.63,0.55,5.77,75.54,91.96,47.17,2.38,2025-06-24 03:00:00
4.0,327.83,37.31,0.21,2.06,106.29,109.72,46.98,3.82,2025-06-24 04:00:00
4.0,290.27,32.72,0.14,1.27,114.92,120.29,48.87,4.04,2025-06-24 05:00:00
4.0,275.73,31.32,0.11,0.98,119.49,124.88,51.43,3.99,2025-06-24 06:00:00
